1,1,46
1,4,53
1,2,65
1,3,77
1,3,80
1,1,44
1,2,68
1,4,51
1,3,78
1,1,41
1,4,54
1,2,67
1,1,47
1,4,60
1,2,66
1,3,78
1,1,49
1,4,53
1,2,64
1,3,81
1,1,49
1,4,65
1,3,83
1,2,66
1,1,49
1,4,60
1,2,67
1,3,77
1,4,57
1,1,43
1,2,72
1,3,78
2,4,56
2,1,37
2,2,76
2,3,76
2,2,67
2,3,71
2,1,38
2,4,57
2,1,39
2,4,54
2,2,74
2,3,75
2,1,39
2,4,60
2,3,79
2,2,63
2,1,39
2,3,73
2,2,67
2,4,58
2,4,57
2,1,37
2,2,64
2,3,75
2,1,39
2,2,70
2,3,71
2,4,60
2,2,63
2,1,48
2,4,58
2,3,72
3,2,65
3,1,43
3,3,71
3,4,59
3,1,47
3,3,79
3,2,63
3,4,70
3,1,38
3,4,78
3,2,66
3,3,77
3,1,45
3,2,63
3,4,59
3,3,75
3,3,75
3,2,65
3,1,43
3,4,64
3,1,41
3,4,61
3,3,76
3,2,64
3,3,75
3,1,45
3,2,63
3,4,61
3,3,79
3,1,45
3,2,65
3,4,57
4,1,42
4,2,63
4,4,64
4,3,74
4,1,46
4,3,76
4,4,69
4,2,69
4,1,46
4,4,65
4,2,69
4,3,70
4,3,75
4,2,62
4,1,48
4,4,77
4,3,78
4,1,44
4,2,67
4,4,77
4,2,62
4,1,46
4,4,63
4,3,75
4,2,61
4,3,71
4,4,64
4,1,45
4,2,63
4,3,75
4,1,45
4,4,64
5,2,65
5,3,74
5,4,66
5,3,74
5,1,47
5,4,57
5,2,81
5,1,57
5,3,73
5,2,64
5,4,63
5,3,79
5,1,53
5,4,63
5,2,72
5,1,51
5,4,77
5,2,63
5,3,85
5,1,53
5,2,73
5,4,72
5,3,80
5,4,77
5,1,57
5,3,78
5,2,73
5,1,63
5,3,70
5,4,69
5,2,65
6,4,64
6,1,49
6,2,68
6,3,71
6,1,55
6,3,74
6,2,64
6,4,62
6,1,50
6,3,74
6,2,62
6,4,60
6,2,64
6,1,53
6,4,61
6,3,70
6,3,79
6,1,48
6,2,63
6,4,63
6,2,63
6,1,50
6,4,64
6,3,72
6,1,51
6,4,64
6,3,73
6,2,59
6,1,53
6,4,63
6,3,72
6,2,61
7,3,70
7,4,63
7,2,63
7,1,52
7,3,73
7,1,57
7,2,72
7,4,62
7,1,50
7,3,81
7,4,66
7,2,67
7,1,52
7,2,67
7,3,72
7,4,69
7,3,75
7,2,70
7,4,66
7,1,50
7,3,76
7,1,51
7,2,65
7,4,66
7,2,66
7,1,52
7,3,80
7,4,64
7,1,51
7,4,66
7,3,80
7,2,66
8,2,58
8,1,53
8,4,67
8,3,79
8,2,55
8,4,67
8,1,49
8,3,78
8,1,48
8,2,56
8,3,77
8,4,66
8,1,47
8,4,67
8,2,56
8,3,81
8,3,81
8,1,48
8,2,56
8,4,66
8,1,47
8,4,75
8,3,72
8,2,58
8,3,75
8,2,55
8,1,48
8,4,71
8,2,56
8,3,74
8,1,48
8,4,71
9,1,52
9,4,68
9,2,55
9,3,66
9,4,75
9,2,54
9,1,57
9,3,69
9,1,57
9,3,66
9,2,55
9,4,71
9,2,56
9,1,59
9,4,69
9,3,69
9,1,55
9,2,56
9,3,72
9,4,69
9,1,57
9,2,56
9,3,70
9,4,75
9,3,72
9,1,60
9,4,81
9,2,57
9,3,73
9,2,56
9,4,72
9,1,53
10,2,62
10,4,79
10,1,52
10,3,68
10,2,58
10,1,58
10,3,67
10,4,77
10,4,78
10,3,66
10,2,58
10,1,57
10,2,57
10,1,57
10,3,65
10,4,78
10,3,67
10,2,58
10,4,80
10,1,58
10,3,66
10,2,58
10,4,75
10,1,57
10,3,68
10,2,58
10,4,81
10,1,56
10,2,63
10,1,59
10,3,67
10,4,71
11,3,63
11,4,69
11,2,59
11,1,59
11,1,62
11,2,58
11,4,73
11,3,67
11,1,56
11,4,71
11,3,66
11,2,57
11,2,59
11,1,58
11,3,67
11,4,69
11,4,69
11,3,67
11,1,60
11,2,57
11,1,57
11,2,56
11,4,74
11,3,65
11,2,56
11,1,59
11,3,67
11,4,70
11,1,61
11,4,68
11,2,61
11,3,64
12,1,60
12,2,62
12,4,78
12,3,64
12,3,65
12,1,64
12,2,66
12,4,81
12,1,58
12,2,65
12,3,67
12,4,76
12,1,61
12,4,86
12,2,64
12,3,66
12,3,64
12,1,60
12,2,63
12,4,83
12,1,63
12,3,69
12,2,66
12,4,75
12,4,81
12,3,71
12,1,59
12,2,67
12,1,63
12,3,74
12,4,75
12,2,67
13,2,48
13,1,64
13,4,76
13,3,68
13,1,67
13,2,54
13,4,82
13,3,67
13,2,54
13,3,66
13,1,68
13,4,83
13,1,68
13,2,52
13,3,69
13,4,83
13,4,81
13,2,49
13,1,64
13,3,71
13,2,49
13,1,67
13,4,81
13,3,71
13,1,63
13,2,49
13,4,81
13,3,68
13,3,66
13,2,49
13,1,64
14,2,52
14,1,57
14,3,63
14,4,81
14,2,51
14,3,62
14,1,57
14,4,79
14,3,62
14,2,51
14,1,57
14,4,82
14,2,51
14,3,62
14,1,57
14,3,62
14,2,51
14,4,83
14,1,57
14,3,62
14,2,50
14,1,57
14,4,80
14,1,57
14,2,50
14,3,63
14,4,81
14,1,61
14,2,51
14,3,62
14,4,80
15,2,51
15,3,64
15,1,68
15,4,75
15,3,63
15,4,76
15,2,49
15,1,72
15,1,71
15,2,48
15,4,73
15,3,61
15,2,51
15,3,61
15,4,75
15,3,59
15,2,51
15,4,74
15,1,75
15,2,51
15,4,73
15,3,61
15,4,75
15,2,51
15,3,61
15,3,62
15,2,52
15,1,71
15,4,74
15,1,69
15,2,52
15,3,58
15,4,74
16,1,65
16,3,57
16,4,73
16,2,54
16,2,48
16,3,59
16,1,64
16,4,81
16,2,50
16,4,81
16,1,76
16,3,62
16,1,63
16,2,52
16,4,77
16,3,65
16,4,74
16,1,57
16,2,51
16,3,64
16,3,63
16,2,53
16,1,61
16,4,81
16,1,63
16,2,53
16,3,62
16,4,74
16,3,63
16,2,59
16,4,75
16,1,60
17,3,53
17,1,63
17,2,50
17,4,88
17,1,68
17,3,62
17,2,53
17,4,82
17,2,54
17,3,58
17,4,84
17,1,68
17,3,59
17,1,67
17,2,54
17,4,84
17,3,60
17,2,55
17,1,69
17,4,87
17,3,58
17,2,55
17,1,65
17,4,86
17,2,57
17,3,57
17,1,72
17,4,82
17,1,70
17,2,54
17,3,55
18,1,59
18,2,45
18,4,76
18,3,54
18,3,63
18,2,52
18,4,76
18,1,57
18,3,61
18,1,58
18,2,46
18,4,75
18,3,63
18,4,73
18,1,63
18,2,45
18,2,43
18,1,60
18,3,63
18,4,76
18,2,52
18,4,75
18,3,73
18,1,59
18,1,60
18,3,65
18,4,75
18,2,51
18,4,75
18,3,62
18,2,51
18,1,58
19,3,60
19,2,46
19,4,81
19,1,63
19,1,65
19,3,57
19,4,82
19,2,46
19,3,46
19,2,42
19,1,63
19,4,85
19,2,42
19,1,61
19,3,47
19,4,85
19,1,63
19,2,42
19,3,47
19,4,84
19,3,45
19,2,44
19,1,61
19,4,77
19,3,54
19,2,46
19,1,63
19,4,81
19,3,54
19,2,46
19,1,64
19,4,81
20,2,46
20,3,52
20,1,60
20,4,81
20,2,40
20,1,62
20,3,50
20,4,79
20,1,61
20,2,44
20,3,51
20,4,83
20,3,53
20,2,43
20,1,61
20,2,43
20,1,63
20,3,53
20,4,82
20,3,60
20,2,40
20,1,62
20,4,78
20,3,51
20,2,44
20,1,59
20,4,77
20,1,60
20,2,44
20,3,54
20,4,83
21,2,53
21,4,84
21,3,53
21,1,76
21,3,57
21,1,86
21,2,43
21,4,80
21,3,48
21,2,44
21,1,66
21,4,76
21,2,41
21,1,80
21,3,60
21,4,78
21,1,79
21,2,45
21,4,81
21,3,58
21,1,72
21,3,51
21,2,45
21,4,82
21,2,47
21,1,69
21,4,79
21,3,50
21,3,51
21,2,46
21,1,70
21,4,79
22,1,75
22,2,51
22,4,76
22,3,58
22,3,55
22,2,40
22,1,74
22,4,75
22,2,39
22,3,51
22,1,73
22,4,74
22,1,73
22,2,39
22,3,49
22,4,72
22,1,73
22,2,41
22,3,50
22,4,78
22,3,56
22,2,44
22,4,77
22,1,73
22,2,44
22,3,56
22,4,73
22,1,73
22,3,57
22,2,44
22,1,73
22,4,75
23,3,48
23,1,83
23,4,74
23,2,45
23,1,79
23,2,42
23,3,50
23,4,82
23,2,42
23,3,49
23,1,80
23,4,79
23,3,49
23,2,42
23,1,78
23,4,77
23,2,41
23,1,78
23,3,49
23,4,79
23,4,80
23,3,49
23,2,41
23,1,78
23,1,77
23,2,42
23,4,80
23,3,49
23,3,50
23,2,42
23,1,79
23,4,76
24,3,43
24,2,51
24,1,82
24,4,69
24,2,45
24,4,68
24,1,81
24,3,50
24,2,44
24,3,51
24,4,69
24,1,81
24,4,69
24,2,43
24,3,50
24,1,81
24,3,48
24,2,44
24,1,80
24,4,69
24,1,74
24,3,46
24,4,71
24,2,45
24,2,43
24,4,70
24,3,45
24,1,79
24,2,52
24,3,55
24,4,72
24,1,85
25,3,43
25,2,51
25,4,72
25,3,46
25,4,72
25,2,43
25,1,81
25,3,42
25,4,74
25,1,83
